textDisplay,likeCount,remove_user,cleaning,tokenized_Content
"Gelo min. Berani beda nih atmin, tampvan dan berani sekali dikala gempuran iklan ai, tapi atmin ini... menyala abangku🔥",0.0,"Gelo min. Berani beda nih atmin, tampvan dan berani sekali dikala gempuran iklan ai, tapi atmin ini... menyala abangku🔥",Gelo min Berani beda nih atmin tampvan dan berani sekali dikala gempuran iklan ai tapi atmin ini menyala abangku ,"['""Gelo""', '""min""', '"".""', '""Berani""', '""beda""', '""nih""', '""atmin""', '"",""', '""tampvan""', '""dan""', '""berani""', '""sekali""', '""dikala""', '""gempuran""', '""iklan""', '""ai""', '"",""', '""tapi""', '""atmin""', '""ini""', '""...""', '""menyala""', '""abangku🔥""']"
Jangan biarkan mappa melihat ini,0.0,Jangan biarkan mappa melihat ini,Jangan biarkan mappa melihat ini,"['""Jangan""', '""biarkan""', '""mappa""', '""melihat""', '""ini""']"
lucukkkkkkk,0.0,lucukkkkkkk,lucukkkkkkk,"['""lucukkkkkkk""']"
even better than bluelock s2,3.0,even better than bluelock s2,even better than bluelock s ,"['""even""', '""better""', '""than""', '""bluelock""', '""s2""']"
kalau membayar kasir silahkan menggunakan kartu atm bni,1.0,kalau membayar kasir silahkan menggunakan kartu atm bni,kalau membayar kasir silahkan menggunakan kartu atm bni,"['""kalau""', '""membayar""', '""kasir""', '""silahkan""', '""menggunakan""', '""kartu""', '""atm""', '""bni""']"
Me at animate,0.0,Me at animate,Me at animate,"['""Me""', '""at""', '""animate""']"
bro this short bank anime is better than blue lock s2 animation 🗿,2.0,bro this short bank anime is better than blue lock s2 animation 🗿,bro this short bank anime is better than blue lock s animation ,"['""bro""', '""this""', '""short""', '""bank""', '""anime""', '""is""', '""better""', '""than""', '""blue""', '""lock""', '""s2""', '""animation""', '""🗿""']"
WKWK lucukkk 😂😂,0.0,WKWK lucukkk 😂😂,WKWK lucukkk ,"['""WKWK""', '""lucukkk""', '""😂😂""']"
"<a href=""https://www.youtube.com/watch?v=GPR7sTZUBMI&amp;t=101"">1:41</a> ada yang tau sountrack nya gak?",0.0,"<a href=""https://www.youtube.com/watch?v=GPR7sTZUBMI&amp;t=101"">1:41</a> ada yang tau sountrack nya gak?", a href ada yang tau sountrack nya gak ,"['""<""', '""a""', '""href=""', '""\'\'""', '""https""', '"":""', '""//www.youtube.com/watch""', '""?""', '""v=GPR7sTZUBMI""', '""&""', '""amp""', '"";""', '""t=101""', '""\'\'""', '"">""', '""1:41""', '""<""', '""/a""', '"">""', '""ada""', '""yang""', '""tau""', '""sountrack""', '""nya""', '""gak""', '""?""']"
Alamak lengah dikit buat anime😭🙏,0.0,Alamak lengah dikit buat anime😭🙏,Alamak lengah dikit buat anime ,"['""Alamak""', '""lengah""', '""dikit""', '""buat""', '""anime😭🙏""']"
Anime berkedok iklan🗿,0.0,Anime berkedok iklan🗿,Anime berkedok iklan ,"['""Anime""', '""berkedok""', '""iklan🗿""']"
Yare yare😅,0.0,Yare yare😅,Yare yare ,"['""Yare""', '""yare😅""']"
JUJUR ASELI KEREN 🗣️🔥🔥🔥,0.0,JUJUR ASELI KEREN 🗣️🔥🔥🔥,JUJUR ASELI KEREN ,"['""JUJUR""', '""ASELI""', '""KEREN""', '""🗣️🔥🔥🔥""']"
Woww BNI I like you🥰,0.0,Woww BNI I like you🥰,Woww BNI I like you ,"['""Woww""', '""BNI""', '""I""', '""like""', '""you🥰""']"
え、映像の間延びがすげぇ･･･,5.0,え、映像の間延びがすげぇ･･･, ,"['""え、映像の間延びがすげぇ･･･""']"
👍,1.0,👍, ,"['""👍""']"
"Keren banget animasinya, gak kepikiran buat bikin animasi ber-episode aja min?😅",1.0,"Keren banget animasinya, gak kepikiran buat bikin animasi ber-episode aja min?😅",Keren banget animasinya gak kepikiran buat bikin animasi ber episode aja min ,"['""Keren""', '""banget""', '""animasinya""', '"",""', '""gak""', '""kepikiran""', '""buat""', '""bikin""', '""animasi""', '""ber-episode""', '""aja""', '""min""', '""?""', '""😅""']"
Kerennnn,1.0,Kerennnn,Kerennnn,"['""Kerennnn""']"
MATANE RAIMU!!!!<br><br>(Sampai jumpa lagi jeruk nipis!!!!),2.0,MATANE RAIMU!!!!<br><br>(Sampai jumpa lagi jeruk nipis!!!!),MATANE RAIMU Sampai jumpa lagi jeruk nipis ,"['""MATANE""', '""RAIMU""', '""!""', '""!""', '""!""', '""!""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""(""', '""Sampai""', '""jumpa""', '""lagi""', '""jeruk""', '""nipis""', '""!""', '""!""', '""!""', '""!""', '"")""']"
Siapa seiyu nya,1.0,Siapa seiyu nya,Siapa seiyu nya,"['""Siapa""', '""seiyu""', '""nya""']"
"Menurut gw iklan yang dibikin BNI biasa aja kok heboh banget, btw kenapa seiyuunya malah orang jepang?? Gak sekalian aja jadi Bank Negara Nihon ( BNN ) 😂",2.0,"Menurut gw iklan yang dibikin BNI biasa aja kok heboh banget, btw kenapa seiyuunya malah orang jepang?? Gak sekalian aja jadi Bank Negara Nihon ( BNN ) 😂",Menurut gw iklan yang dibikin BNI biasa aja kok heboh banget btw kenapa seiyuunya malah orang jepang Gak sekalian aja jadi Bank Negara Nihon BNN ,"['""Menurut""', '""gw""', '""iklan""', '""yang""', '""dibikin""', '""BNI""', '""biasa""', '""aja""', '""kok""', '""heboh""', '""banget""', '"",""', '""btw""', '""kenapa""', '""seiyuunya""', '""malah""', '""orang""', '""jepang""', '""?""', '""?""', '""Gak""', '""sekalian""', '""aja""', '""jadi""', '""Bank""', '""Negara""', '""Nihon""', '""(""', '""BNN""', '"")""', '""😂""']"
Ini mah Bank Nihon Indonesia (BNI)🤓☝️,3.0,Ini mah Bank Nihon Indonesia (BNI)🤓☝️,Ini mah Bank Nihon Indonesia BNI ,"['""Ini""', '""mah""', '""Bank""', '""Nihon""', '""Indonesia""', '""(""', '""BNI""', '"")""', '""🤓☝️""']"
minimal bangga kek setidaknya mereka tidak memakai AI kek iklan sebelah toh,11.0,minimal bangga kek setidaknya mereka tidak memakai AI kek iklan sebelah toh,minimal bangga kek setidaknya mereka tidak memakai AI kek iklan sebelah toh,"['""minimal""', '""bangga""', '""kek""', '""setidaknya""', '""mereka""', '""tidak""', '""memakai""', '""AI""', '""kek""', '""iklan""', '""sebelah""', '""toh""']"
Iklan apaan tuh yg pakai ai?​@@ggasyraf,0.0,Iklan apaan tuh yg pakai ai?​ggasyraf,Iklan apaan tuh yg pakai ai ggasyraf,"['""Iklan""', '""apaan""', '""tuh""', '""yg""', '""pakai""', '""ai""', '""?""', '""\u200b""', '""@""', '""@""', '""ggasyraf""']"
"Bilang biasa saja, emang bisa bikin animasi kayak gini ente?",2.0,"Bilang biasa saja, emang bisa bikin animasi kayak gini ente?",Bilang biasa saja emang bisa bikin animasi kayak gini ente ,"['""Bilang""', '""biasa""', '""saja""', '"",""', '""emang""', '""bisa""', '""bikin""', '""animasi""', '""kayak""', '""gini""', '""ente""', '""?""']"
Gak tau mungkin target iklannya bukan untuk kamu?,0.0,Gak tau mungkin target iklannya bukan untuk kamu?,Gak tau mungkin target iklannya bukan untuk kamu ,"['""Gak""', '""tau""', '""mungkin""', '""target""', '""iklannya""', '""bukan""', '""untuk""', '""kamu""', '""?""']"
Klazz,1.0,Klazz,Klazz,"['""Klazz""']"
KOK JADI DUB JEPANG,3.0,KOK JADI DUB JEPANG,KOK JADI DUB JEPANG,"['""KOK""', '""JADI""', '""DUB""', '""JEPANG""']"
"Krenn ,kreatif, inovatif...BNI memang selalu terdepan",2.0,"Krenn ,kreatif, inovatif...BNI memang selalu terdepan",Krenn kreatif inovatif BNI memang selalu terdepan,"['""Krenn""', '"",""', '""kreatif""', '"",""', '""inovatif""', '""...""', '""BNI""', '""memang""', '""selalu""', '""terdepan""']"
Ini anime atau iklan sih cakep bgttttt,3.0,Ini anime atau iklan sih cakep bgttttt,Ini anime atau iklan sih cakep bgttttt,"['""Ini""', '""anime""', '""atau""', '""iklan""', '""sih""', '""cakep""', '""bgttttt""']"
sukak banget.... Keren,2.0,sukak banget.... Keren,sukak banget Keren,"['""sukak""', '""banget""', '""....""', '""Keren""']"
Kawaii❤,3.0,Kawaii❤,Kawaii ,"['""Kawaii❤""']"
Animenya keren skali. Out of box. Inovasi terbaru by BNI,2.0,Animenya keren skali. Out of box. Inovasi terbaru by BNI,Animenya keren skali Out of box Inovasi terbaru by BNI,"['""Animenya""', '""keren""', '""skali""', '"".""', '""Out""', '""of""', '""box""', '"".""', '""Inovasi""', '""terbaru""', '""by""', '""BNI""']"
"Keren euyy, mantab BNI🎉🎉",1.0,"Keren euyy, mantab BNI🎉🎉",Keren euyy mantab BNI ,"['""Keren""', '""euyy""', '"",""', '""mantab""', '""BNI🎉🎉""']"
Keren ih,1.0,Keren ih,Keren ih,"['""Keren""', '""ih""']"
Enak lagi dub nya sekalian indo min,1.0,Enak lagi dub nya sekalian indo min,Enak lagi dub nya sekalian indo min,"['""Enak""', '""lagi""', '""dub""', '""nya""', '""sekalian""', '""indo""', '""min""']"
Bro kita memiliki iklan yg 🗣️🔥,0.0,Bro kita memiliki iklan yg 🗣️🔥,Bro kita memiliki iklan yg ,"['""Bro""', '""kita""', '""memiliki""', '""iklan""', '""yg""', '""🗣️🔥""']"
😊wih,1.0,😊wih, wih,"['""😊wih""']"
"Ngalamin minggu lalu perjalanan tol jkt - Karawang, ternyata saldo tapcash nya kurang, untung ada wondr BNI , top up tapcash lebih cepat dan ga sempet diklaksonin mobil lain yg antri dibelakang...",1.0,"Ngalamin minggu lalu perjalanan tol jkt - Karawang, ternyata saldo tapcash nya kurang, untung ada wondr BNI , top up tapcash lebih cepat dan ga sempet diklaksonin mobil lain yg antri dibelakang...",Ngalamin minggu lalu perjalanan tol jkt Karawang ternyata saldo tapcash nya kurang untung ada wondr BNI top up tapcash lebih cepat dan ga sempet diklaksonin mobil lain yg antri dibelakang ,"['""Ngalamin""', '""minggu""', '""lalu""', '""perjalanan""', '""tol""', '""jkt""', '""-""', '""Karawang""', '"",""', '""ternyata""', '""saldo""', '""tapcash""', '""nya""', '""kurang""', '"",""', '""untung""', '""ada""', '""wondr""', '""BNI""', '"",""', '""top""', '""up""', '""tapcash""', '""lebih""', '""cepat""', '""dan""', '""ga""', '""sempet""', '""diklaksonin""', '""mobil""', '""lain""', '""yg""', '""antri""', '""dibelakang""', '""...""']"
Keren animasinya. . Mantab bni,0.0,Keren animasinya. . Mantab bni,Keren animasinya Mantab bni,"['""Keren""', '""animasinya""', '"".""', '"".""', '""Mantab""', '""bni""']"
Gw kira anime beneran,0.0,Gw kira anime beneran,Gw kira anime beneran,"['""Gw""', '""kira""', '""anime""', '""beneran""']"
"Mei sama Kakek aja pake wondr, yakali gue enggak 😆<br><br>Ditunggu series selanjutnya BNI 🔥",4.0,"Mei sama Kakek aja pake wondr, yakali gue enggak 😆<br><br>Ditunggu series selanjutnya BNI 🔥",Mei sama Kakek aja pake wondr yakali gue enggak Ditunggu series selanjutnya BNI ,"['""Mei""', '""sama""', '""Kakek""', '""aja""', '""pake""', '""wondr""', '"",""', '""yakali""', '""gue""', '""enggak""', '""😆""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Ditunggu""', '""series""', '""selanjutnya""', '""BNI""', '""🔥""']"
BUMN yg paling me-lokall... Sukses terus BNI,1.0,BUMN yg paling me-lokall... Sukses terus BNI,BUMN yg paling me lokall Sukses terus BNI,"['""BUMN""', '""yg""', '""paling""', '""me-lokall""', '""...""', '""Sukses""', '""terus""', '""BNI""']"
"Lucuuu bangetttt... Sukak deh pake wondr, arigato BNI",1.0,"Lucuuu bangetttt... Sukak deh pake wondr, arigato BNI",Lucuuu bangetttt Sukak deh pake wondr arigato BNI,"['""Lucuuu""', '""bangetttt""', '""...""', '""Sukak""', '""deh""', '""pake""', '""wondr""', '"",""', '""arigato""', '""BNI""']"
Tolong bni bikin s2 nya❤,0.0,Tolong bni bikin s2 nya❤,Tolong bni bikin s nya ,"['""Tolong""', '""bni""', '""bikin""', '""s2""', '""nya❤""']"
Kenapa dalam bahasa jepang ?,1.0,Kenapa dalam bahasa jepang ?,Kenapa dalam bahasa jepang ,"['""Kenapa""', '""dalam""', '""bahasa""', '""jepang""', '""?""']"
"Kan anime, baca lah itu komen yang di Pin",1.0,"Kan anime, baca lah itu komen yang di Pin",Kan anime baca lah itu komen yang di Pin,"['""Kan""', '""anime""', '"",""', '""baca""', '""lah""', '""itu""', '""komen""', '""yang""', '""di""', '""Pin""']"
Plissss ini keren bgttt,0.0,Plissss ini keren bgttt,Plissss ini keren bgttt,"['""Plissss""', '""ini""', '""keren""', '""bgttt""']"
GG,0.0,GG,GG,"['""GG""']"
kawaiiiiii❤,1.0,kawaiiiiii❤,kawaiiiiii ,"['""kawaiiiiii❤""']"
Cute bgt anime ini .. berasa ntn kartun jepang or baca komik vibe nya ❤,1.0,Cute bgt anime ini .. berasa ntn kartun jepang or baca komik vibe nya ❤,Cute bgt anime ini berasa ntn kartun jepang or baca komik vibe nya ,"['""Cute""', '""bgt""', '""anime""', '""ini""', '""..""', '""berasa""', '""ntn""', '""kartun""', '""jepang""', '""or""', '""baca""', '""komik""', '""vibe""', '""nya""', '""❤""']"
"Wondr by BNI ,Solusi Tepat Saat Darurat,,,<br>Tinggal Klik cuuuusssss<br>Semua Transaksi Jd Lebih Mudah,,,,<br>❤WONDR by BNI❤",0.0,"Wondr by BNI ,Solusi Tepat Saat Darurat,,,<br>Tinggal Klik cuuuusssss<br>Semua Transaksi Jd Lebih Mudah,,,,<br>❤WONDR by BNI❤",Wondr by BNI Solusi Tepat Saat Darurat Tinggal Klik cuuuusssssSemua Transaksi Jd Lebih Mudah WONDR by BNI ,"['""Wondr""', '""by""', '""BNI""', '"",""', '""Solusi""', '""Tepat""', '""Saat""', '""Darurat""', '"",""', '"",""', '"",""', '""<""', '""br""', '"">""', '""Tinggal""', '""Klik""', '""cuuuusssss""', '""<""', '""br""', '"">""', '""Semua""', '""Transaksi""', '""Jd""', '""Lebih""', '""Mudah""', '"",""', '"",""', '"",""', '"",""', '""<""', '""br""', '"">""', '""❤WONDR""', '""by""', '""BNI❤""']"
Kakekkk....kamu panutannn slalu memberi lebihhh,0.0,Kakekkk....kamu panutannn slalu memberi lebihhh,Kakekkk kamu panutannn slalu memberi lebihhh,"['""Kakekkk""', '""....""', '""kamu""', '""panutannn""', '""slalu""', '""memberi""', '""lebihhh""']"
"Kek, saya cucu kakek juga, saldo udah tipis nih Kek.. ❤😊",0.0,"Kek, saya cucu kakek juga, saldo udah tipis nih Kek.. ❤😊",Kek saya cucu kakek juga saldo udah tipis nih Kek ,"['""Kek""', '"",""', '""saya""', '""cucu""', '""kakek""', '""juga""', '"",""', '""saldo""', '""udah""', '""tipis""', '""nih""', '""Kek""', '""..""', '""❤😊""']"
BNI support kreativitas dalam negeri. 🎉,2.0,BNI support kreativitas dalam negeri. 🎉,BNI support kreativitas dalam negeri ,"['""BNI""', '""support""', '""kreativitas""', '""dalam""', '""negeri""', '"".""', '""🎉""']"
Mantaaaap....lagsung gas download Wondr BNI ramai² yuk❤❤❤❤,1.0,Mantaaaap....lagsung gas download Wondr BNI ramai² yuk❤❤❤❤,Mantaaaap lagsung gas download Wondr BNI ramai yuk ,"['""Mantaaaap""', '""....""', '""lagsung""', '""gas""', '""download""', '""Wondr""', '""BNI""', '""ramai²""', '""yuk❤❤❤❤""']"
Wah keren nih,1.0,Wah keren nih,Wah keren nih,"['""Wah""', '""keren""', '""nih""']"
We got BNI anime before Genshin Anime 🔥🔥🔥🔥,1.0,We got BNI anime before Genshin Anime 🔥🔥🔥🔥,We got BNI anime before Genshin Anime ,"['""We""', '""got""', '""BNI""', '""anime""', '""before""', '""Genshin""', '""Anime""', '""🔥🔥🔥🔥""']"
Sudah sampe jepang aja.. keren,0.0,Sudah sampe jepang aja.. keren,Sudah sampe jepang aja keren,"['""Sudah""', '""sampe""', '""jepang""', '""aja""', '""..""', '""keren""']"
Kereeeennn,0.0,Kereeeennn,Kereeeennn,"['""Kereeeennn""']"
Kerennnnn bangetttt sih ini ❤,0.0,Kerennnnn bangetttt sih ini ❤,Kerennnnn bangetttt sih ini ,"['""Kerennnnn""', '""bangetttt""', '""sih""', '""ini""', '""❤""']"
Terbaik.. lah👍👍🔥,1.0,Terbaik.. lah👍👍🔥,Terbaik lah ,"['""Terbaik""', '""..""', '""lah👍👍🔥""']"
Ga ada obat ini mah...keren beut...🔥,0.0,Ga ada obat ini mah...keren beut...🔥,Ga ada obat ini mah keren beut ,"['""Ga""', '""ada""', '""obat""', '""ini""', '""mah""', '""...""', '""keren""', '""beut""', '""...""', '""🔥""']"
BNIME IS REAL 🔥,1.0,BNIME IS REAL 🔥,BNIME IS REAL ,"['""BNIME""', '""IS""', '""REAL""', '""🔥""']"
Bagus,1.0,Bagus,Bagus,"['""Bagus""']"
Keren bgt BNI,0.0,Keren bgt BNI,Keren bgt BNI,"['""Keren""', '""bgt""', '""BNI""']"
"Wondr luar biasaaaaa,",1.0,"Wondr luar biasaaaaa,",Wondr luar biasaaaaa ,"['""Wondr""', '""luar""', '""biasaaaaa""', '"",""']"
BNI kereeen ❤❤❤,0.0,BNI kereeen ❤❤❤,BNI kereeen ,"['""BNI""', '""kereeen""', '""❤❤❤""']"
Keren🎉,1.0,Keren🎉,Keren ,"['""Keren🎉""']"
Mantap kale,0.0,Mantap kale,Mantap kale,"['""Mantap""', '""kale""']"
Mantrap,0.0,Mantrap,Mantrap,"['""Mantrap""']"
Kawaaii.. sugoii,0.0,Kawaaii.. sugoii,Kawaaii sugoii,"['""Kawaaii""', '""..""', '""sugoii""']"
❤❤❤❤❤❤❤,0.0,❤❤❤❤❤❤❤, ,"['""❤❤❤❤❤❤❤""']"
❤❤❤,0.0,❤❤❤, ,"['""❤❤❤""']"
Lucuuuuuu,0.0,Lucuuuuuu,Lucuuuuuu,"['""Lucuuuuuu""']"
Top,0.0,Top,Top,"['""Top""']"
Kita mendapatkan anime BNI sebelum pencurian mobil 6,0.0,Kita mendapatkan anime BNI sebelum pencurian mobil 6,Kita mendapatkan anime BNI sebelum pencurian mobil ,"['""Kita""', '""mendapatkan""', '""anime""', '""BNI""', '""sebelum""', '""pencurian""', '""mobil""', '""6""']"
"Haduh ninchijou bener, w suka anime kayak gini",1.0,"Haduh ninchijou bener, w suka anime kayak gini",Haduh ninchijou bener w suka anime kayak gini,"['""Haduh""', '""ninchijou""', '""bener""', '"",""', '""w""', '""suka""', '""anime""', '""kayak""', '""gini""']"
Bro sedang memasak<br>BNI (Bank Nichijou Indonesia),1.0,Bro sedang memasak<br>BNI (Bank Nichijou Indonesia),Bro sedang memasakBNI Bank Nichijou Indonesia ,"['""Bro""', '""sedang""', '""memasak""', '""<""', '""br""', '"">""', '""BNI""', '""(""', '""Bank""', '""Nichijou""', '""Indonesia""', '"")""']"
ada waifu baru nih,1.0,ada waifu baru nih,ada waifu baru nih,"['""ada""', '""waifu""', '""baru""', '""nih""']"
Bni mulai mengikuti bmkg🗿🗿,2.0,Bni mulai mengikuti bmkg🗿🗿,Bni mulai mengikuti bmkg ,"['""Bni""', '""mulai""', '""mengikuti""', '""bmkg🗿🗿""']"
This short anime &gt;&gt;&gt;&gt; A whole blue lock episodes,2.0,This short anime &gt;&gt;&gt;&gt; A whole blue lock episodes,This short anime gt gt gt gt A whole blue lock episodes,"['""This""', '""short""', '""anime""', '""&""', '""gt""', '"";""', '""&""', '""gt""', '"";""', '""&""', '""gt""', '"";""', '""&""', '""gt""', '"";""', '""A""', '""whole""', '""blue""', '""lock""', '""episodes""']"
Thats some thick ass phone grandpa has,1.0,Thats some thick ass phone grandpa has,Thats some thick ass phone grandpa has,"['""Thats""', '""some""', '""thick""', '""ass""', '""phone""', '""grandpa""', '""has""']"
langsung jadi nasabah bni gw jirr😂,1.0,langsung jadi nasabah bni gw jirr😂,langsung jadi nasabah bni gw jirr ,"['""langsung""', '""jadi""', '""nasabah""', '""bni""', '""gw""', '""jirr😂""']"
Baru kali ini lihat iklan sebetah ini,1.0,Baru kali ini lihat iklan sebetah ini,Baru kali ini lihat iklan sebetah ini,"['""Baru""', '""kali""', '""ini""', '""lihat""', '""iklan""', '""sebetah""', '""ini""']"
👍😀👍,2.0,👍😀👍, ,"['""👍😀👍""']"
"Ga pake AI✅<br>Ga pake artis korea✅<br>Sumpah suka banget sama artwork nya, konsep nya juga udah kayak anime beneran, goodjob buat BNI dan artist nya, keren banget sumpah",54.0,"Ga pake AI✅<br>Ga pake artis korea✅<br>Sumpah suka banget sama artwork nya, konsep nya juga udah kayak anime beneran, goodjob buat BNI dan artist nya, keren banget sumpah",Ga pake AI Ga pake artis korea Sumpah suka banget sama artwork nya konsep nya juga udah kayak anime beneran goodjob buat BNI dan artist nya keren banget sumpah,"['""Ga""', '""pake""', '""AI✅""', '""<""', '""br""', '"">""', '""Ga""', '""pake""', '""artis""', '""korea✅""', '""<""', '""br""', '"">""', '""Sumpah""', '""suka""', '""banget""', '""sama""', '""artwork""', '""nya""', '"",""', '""konsep""', '""nya""', '""juga""', '""udah""', '""kayak""', '""anime""', '""beneran""', '"",""', '""goodjob""', '""buat""', '""BNI""', '""dan""', '""artist""', '""nya""', '"",""', '""keren""', '""banget""', '""sumpah""']"
